Date_time,Sentiment,Score,Sentiment_ID,Quarter
2022-05-05 08:00:00-04:00,POSITIVE,0.6200600000000001,2,1
2022-07-28 08:00:00-04:00,POSITIVE,0.5002275,2,2
2022-10-27 08:00:00-04:00,POSITIVE,0.49951650000000003,2,3
2023-02-01 08:00:00-04:00,POSITIVE,0.229923,2,4
2023-05-04 07:30:00-04:00,POSITIVE,0.5295704999999999,2,1
2023-07-27 07:32:15-04:00,POSITIVE,-0.797909,0,2
