Date_time,Sentiment,Score,Sentiment_ID,Quarter
2022-05-03T11:31:03-04:00,POSITIVE,0.524051,2,1
2022-08-02T15:57:00-04:00,POSITIVE,0.470639,2,2
2022-11-01T13:12:00-05:00,POSITIVE,0.2599455,2,3
2023-02-07T12:53:00-05:00,POSITIVE,0.30493400000000004,2,4
2023-05-02T12:05:00-04:00,POSITIVE,0.475735,2,1
